转发微博,False,0,0,白羊爱爬树,05-07 21:12,3892998912,-1,False,4104878379234161
@伱如癡如夢 //@苏苏-苏:[闭嘴],False,0,0,浓厚3986,05-05 21:46,6233312198,-1,False,4104162344652392
//@单蠢girl:[蜡烛][蜡烛][蜡烛],False,0,2,污了噜欧尼,05-01 19:02,5899448917,-1,False,4102671482777213
//@Dinaaaa_://@刘昊然turbo:平安🙏,False,0,0,samalaaa,05-01 01:43,3155180855,-1,False,4102409850549020
转发微博,False,0,0,帅来被人砍,04-28 20:53,1807623524,-1,False,4101612219898102
//@电影破风:平安🙏🙏🙏,False,0,0,灰格致,04-22 18:55,5637971702,-1,False,4099408088069792
//@林更新:平安无事🙏,False,0,0,怀抱也要留给我0,04-20 20:51,5905527654,-1,False,4098712466660973
转发微博,False,0,0,张馨予misszhang授权代理商小霞,2015-08-14 00:05,5653096778,-1,False,3875530346579615
转发微博,False,0,0,可可可可可乐死你,2015-08-14 00:04,2280545547,220,False,3875530346320946
//@回忆专用小马甲:平安回来[泪],False,0,13,Jimx,2015-08-14 00:04,1911147824,220,False,3875530333729551
 //@陈学冬:如果还有明天，你想怎样装扮你的脸。如果没有明天，要怎么说再见 ....[蜡烛][蜡烛][蜡烛]🙏🙏🙏,False,0,11,蘑菇你造吗,2015-08-14 00:04,1691163130,-1,False,3875530321837246
加油🙏,False,0,0,xxxAngelxxx_,2015-08-14 00:04,5665881524,-1,False,3875530316938438
转发微博,False,0,0,玲LING玲灵,2015-08-14 00:04,2899670623,-1,False,3875530309005866
//@Flldooy:戳到泪点了 保重！[泪][泪],False,0,0,天空依旧蓝1217,2015-08-14 00:04,5451840836,-1,False,3875530308804326
保护人民的同时，一定也要保护好自己,False,0,0,依然-安,2015-08-14 00:04,2607252967,-1,False,3875530308541031
 保佑保佑🙏🙏🙏,False,0,0,WANG-lin,2015-08-14 00:04,2827468564,220,False,3875530300613384
转发微博,False,0,2,南渊i,2015-08-14 00:04,5046806904,-1,False,3875530296210550
平安归来,False,0,0,纪番邦,2015-08-14 00:04,2320080385,220,False,3875530292466711
值得每个人尊敬[赞],False,0,0,hello小琴姐姐,2015-08-14 00:04,5184097443,-1,False,3875530292013948
转发微博,False,0,0,娜娜娜儿CiCi,2015-08-14 00:04,5054130163,-1,False,3875530288026475
我们与你们同在，永远不独孤[心][心]//@吳大偉DvWooooo:生命脆弱但生命更顽强 [心],False,0,2,柠檬向往蒲公英,2015-08-14 00:04,5493185931,-1,False,3875530287816108
平安归来！,False,0,0,我想给你我世界,2015-08-14 00:04,3019319602,-1,False,3875530287815126
[心][心][心],False,0,0,-JINJIAYI-,2015-08-14 00:04,2643203381,220,False,3875530283830315
//@牛轰轰LZZ:[泪]//@回忆专用小马甲: 平安回来[泪],False,0,0,HXxxxxxxxy榆,2015-08-14 00:04,2853298924,-1,False,3875530283829714
🌟//@陈诗凯_:🙏🙏,False,0,11,ObtainYou-,2015-08-14 00:04,3556223342,-1,False,3875530279159431
 //@纽约购物达人:瞬间泪崩，一定要平安归来！我曾经经历过可怕的天灾，只有经历过的人才知道那个时候冲在第一线救灾是怎样的英雄行为。,False,0,0,洪算算,2015-08-14 00:04,1670424694,-1,False,3875530274960342
 //@回忆专用小马甲:平安回来[泪],False,0,0,歪头的木子,2015-08-14 00:04,2728779843,-1,False,3875530271487060
//@我朋友是个奇葩://@一蚊丁: 鼻子酸//@使徒子: //@男人胯下是钻头: //@回忆专用小马甲:平安回来[泪],False,0,12,言午华十,2015-08-14 00:04,3716807634,-1,False,3875530271242500
消防官兵，你们是伟人！！只是英雄也是人，祝福！！,False,0,0,hpsq,2015-08-14 00:04,1784045535,-1,False,3875530271024268
转发微博,False,0,0,欧阳铁柱哥,2015-08-14 00:04,5594522441,-1,False,3875530267292084
//@张含韵:致敬！🙏 //@回忆专用小马甲:平安回来[泪],False,0,0,侧耳倾听巴黎花街的冷暖s,2015-08-14 00:04,5667183631,-1,False,3875530267045319
🙏🙏//@南都娱乐周刊:祝愿平安🙏,False,0,0,小彭友啊-,2015-08-14 00:04,3912306758,-1,False,3875530266824822
🙏🙏🙏,False,0,0,刷完微博好睡觉,2015-08-14 00:04,1958441037,-1,False,3875530266564347
[悲伤],False,0,0,赏味期限MR,2015-08-14 00:04,2982686312,-1,False,3875530258898925
转发微博,False,0,0,一直想瘦瘦瘦瘦不下来的ok张,2015-08-14 00:04,2748088543,220,False,3875530258653647
//@张呀灵://@一川烟草-未央: //@林更新:平安无事,False,0,0,总是撞圈名的苏苏,2015-08-14 00:04,3145168215,-1,False,3875530258430449
转发微博,False,0,0,廢青讀大學,2015-08-14 00:04,2713817751,-1,False,3875530250506897
转发微博,False,0,0,全球腿毛排行榜,2015-08-14 00:04,2255183887,-1,False,3875530246311750
R.I.P [蜡烛],False,0,2,Loco_G,2015-08-14 00:04,3150236654,-1,False,3875530246066079
🙏🙏🙏,False,0,0,1997菁菁,2015-08-14 00:04,5642205923,-1,False,3875530245836105
//@吳大偉DvWooooo:生命脆弱但生命更顽强 [心],False,0,0,Dancequeen,2015-08-14 00:04,2912099773,-1,False,3875530241639162
🙏🙏🙏,False,0,0,酷酷的飞鹏哥哥,2015-08-14 00:04,5118278632,-1,False,3875530233245699
转发微博,False,0,0,影孜猎人,2015-08-14 00:04,1835201703,-1,False,3875530229046323
转发微博,False,0,0,喻小晴,2015-08-14 00:04,1713643990,-1,False,3875530216939436
转发微博,False,0,0,王册--,2015-08-14 00:04,1681710947,-1,False,3875530208546733
//@回忆专用小马甲:平安回来[泪],False,0,0,安儿喵喵,2015-08-14 00:04,2677020911,-1,False,3875530208302607
世界上最帅背影,False,0,0,教主女皇,2015-08-14 00:04,1731422345,-1,False,3875530207794805
//@Zhang-张帅s:最帅的逆行！加油！🙏🙏🙏,False,0,0,特别的梦灬,2015-08-14 00:04,5530578453,-1,False,3875530203860122
//@夕楼76:🙏🙏🙏哎 世事无常 祝平安,False,0,0,包子家的蓝莓酱,2015-08-14 00:04,5376216881,-1,False,3875530203859448
//@温笑笑zZ:[心],False,0,0,ENDDADS,2015-08-14 00:04,2876985355,-1,False,3875530199663376
//@髙矮仔:转发微博,False,0,0,钟离择默,2015-08-14 00:04,3185716782,-1,False,3875530183370715
年轻生命的消逝，能否避免如此悲剧的发生，至少不是无知的🙏🙏[伤心][伤心][蜡烛][蜡烛],False,0,0,糖糖小泳,2015-08-14 00:04,2679075411,-1,False,3875530183125891
