tweetid,status,created_at,userid,nickname,status_count,verified,verified_type,verified_reason,gender,rank,repost_count,follower_count,follow_count,like_count,comment_count
3879245908166616,#天津塘沽大爆炸#【天津港“8.12”瑞海公司危险化学品仓库火灾爆炸事故遇难者名单】@天津日报：第一批公布101人，其余遇难人员身份正在进一步核查中。为名单上的每一个名字，默哀。 ​,Mon Aug 24 06:09:20 +0800 2015,3879245908166616,新浪天津,36723,3,36723,新浪天津官方微博,m,39,366,984400,460,745,281
3914086452059538,#天津地震#希望这件事能够再次吸引大家的注意，毕竟之前爆炸的事，责任还被追究，一大批人还在逍遥法外。我之前就说过，这事情政府肯定是要大事化小小事化了，不幸被我严言中。我替天津同胞鸣不平，这事绝不能像长江轮船一样，不明不白#天津塘沽大爆炸# ​,Sat Nov 28 09:33:13 +0800 2015,3914086452059538,角落里的那个Ray,1234,-1,1234,,f,5,0,17,66,1,0
3875467855160367,#塘沽爆炸##为塘沽祈福#出现在我家上空的双道彩虹，希望能为天津的消防员和伤者祈福 ​,Thu Aug 13 19:56:42 +0800 2015,3875467855160367,后准小王子,7346,-1,7346,,f,24,143,106,373,28,2
3932592749138130,天津港“8.12”重大火灾爆炸事故的发生给天津滨海新区今后的发展留下了深刻教训。从新区安监局获悉，目前全区583家危化企业全部纳入排查范围，整改工作已接近尾声。未来，新区将绘制安全风险电子地图，推动安全监管职能向基层下沉，严守安全发展“红线”。D ​,Mon Jan 18 11:10:38 +0800 2016,3932592749138130,今晚报手机新媒体,137454,3,137454,今晚报手机报官方微博,f,26,0,11199,1115,0,0
3878940098051821,#天津塘沽大爆炸#你的亲人去世了，不要太伤心难过，在天国，他不会喜欢你这样消沉的，打起精神，努力吧，为了你的亲人。 ​,Sun Aug 23 09:54:08 +0800 2015,3878940098051821,新百伦潮鞋购,3714,-1,3714,,f,19,0,105314,1211,2,0
3878357562937684,#危难一线看“蓝海之星”——“8.12”天津海事应急处置专题#雨中出诊的“船舶医生”——记“8.12”爆炸后坚守的新港海事局海巡执法支队 8月18日是天津港“8.12”特别重大火灾爆炸事故 ...(发自@微博桌面 微博桌面首页） ​,Fri Aug 21 19:19:21 +0800 2015,3878357562937684,天津海事发布,9762,1,9762,中华人民共和国天津海事局官方微博,m,32,5,100175,423,1,5
3880436968936559,#天津塘沽大爆炸#这么多人死伤，责任人最高刑罚7年有期徒刑！呵呵，这不是什么玩忽职守，这是蓄意谋杀好不好？应判死刑！ 北京·北京欢乐谷 ​,Thu Aug 27 13:02:11 +0800 2015,3880436968936559,金宝的御用铲屎官,68,-1,68,,f,9,0,61,252,0,0
4020637389159707,去年“8.12”天津港大爆炸，他发了一个“飞蛾扑火…，自取灭亡…”的微博，意思大家都懂，很多人将乔任梁和张馨予放在一起，说没文化。但是当时被很多人骂用词不当、恶意攻击！现在惊闻他因抑郁症死亡，我们是不是应该对他人多一点宽容呢？人家走了，还要被你们消费蹭热度真心好笑！网络暴力啊！ ​,Sat Sep 17 10:08:36 +0800 2016,4020637389159707,-Vogel-,20,-1,20,,f,20,14,320,180,50,6
3875191496890266,#天津塘沽爆炸##塘沽爆炸#真的很吓人在家里玩着手机突然一阵巨响以为是打雷看着说说才知道是爆炸祈祷祈祷祈祷🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 ​,Thu Aug 13 01:38:33 +0800 2015,3875191496890266,红烧玖瑶好好吃,93,-1,93,,f,10,0,41,163,0,0
3876445199724397,#天津塘沽大爆炸# 我想知道，8.12事件到现在有相关责任人出来道歉了吗？市长道歉了吗？虽然道歉没有什么卵用，可是⋯⋯有吗？ ​,Sun Aug 16 12:40:19 +0800 2015,3876445199724397,zytoyota,549,-1,549,,m,14,1,178,67,27,8
3899732210812307,2015年10月19日，“直面8.12化工安全，你我有责”双学活动在安工13举行，今天的演讲人是韩蓉同学。韩蓉同学对于8.12天津港大爆炸事故已经证实的内容进行了简单的介绍。主要还是借此重点阐述了现在我国的安全... 安工13双学“直面8.12化工安全，你我有责” ​,Mon Oct 19 18:54:35 +0800 2015,3899732210812307,常熟理工安工13江湖异闻录,326,-1,326,,m,14,1,75,110,0,1
3883815187671902,#天津塘沽大爆炸#希望政府别为了掩盖自己的失职就忽略我们小区1000以内的事实，我们只求1000米以内区别对待，别一刀切，别尼玛破块玻璃跟家被毁了赔偿一样，我们已经经历了爆炸的生与死，请政府别让人民寒心！ ​,Sat Sep 05 20:46:01 +0800 2015,3883815187671902,爽朗的淡定,151,-1,151,,f,14,148,86,162,699,85
3879374392475952,#天津塘沽大爆炸##淄博一化工厂爆炸##让天津塘沽大爆炸重回热搜榜首#哎，昨天还有点赞的，难道今天就没有关注的了吗 ​,Mon Aug 24 14:39:53 +0800 2015,3879374392475952,legend淡看江湖,394,-1,394,,m,17,0,53,111,0,0
4020792842780751,网友道德绑架与网络暴力当真是可怕。乔任梁一事，有好事者便盯着与他关系熟稔的明星的微博，质问为何不发声不悼念不缅怀，此情此景让我想起昔日天津塘沽爆炸一事。他惦记消防员们的安全而发了条微博，词不达意有些冲动，被网友喷了，随即起了争执，被一众网友喷上热搜。而事实上，他捐了100万 ​,Sat Sep 17 20:26:19 +0800 2016,4020792842780751,-我高兴就好,222,-1,222,,f,25,2,112,164,7,2
4007709038365513,天津8.12爆炸事故周年祭。🙏🙏🙏“某年某月某日N0．1”，“N0．2”。2015年作，吳彦臻。 ​,Fri Aug 12 17:55:57 +0800 2016,4007709038365513,吴松alxanderws,1596,0,1596,四川美术学院教授、艺术家,m,27,0,1862,379,2,0
3880761981351647,#天津塘沽大爆炸# 津港“8·12”爆炸事故进入第17天，截至昨日下午3时，共发现遇难者145人。事故追责大幕也正式拉开。 最高检昨日发布消息称，根据查明的情况和有关法律法规，有11名官员、退休官员、国企高管被立案侦查并采取刑事强制措施，其中厅官7人。 ​,Fri Aug 28 10:33:40 +0800 2015,3880761981351647,恬恬夏,427,-1,427,,f,11,0,44,143,1,0
3876008451014614,逝者已矣！！！！我希望以后的化工厂都建在政府大楼和城管大楼旁边。#塘沽爆炸# ​,Sat Aug 15 07:44:50 +0800 2015,3876008451014614,不喝人血我会老的,19,-1,19,,f,14,4,79,69,11,2
3879090182332566,#天津塘沽大爆炸# 志愿者的遭遇让我想起《勇闯夺命岛》中的将军敲下字母，按下确定的那一幕 ​,Sun Aug 23 19:50:31 +0800 2015,3879090182332566,legend淡看江湖,394,-1,394,,m,17,0,53,111,2,0
3959455881740357,150882团支部本学期首次团日活动——缅怀先烈，清明祭奠活动圆满结束。👏比预期的活动效果好的太多，感触颇深。当看到上次在塘沽大爆炸中牺牲的烈士们的墓碑时，尤为感慨，有和咱们一样大的，有比咱们小的，他们的墓碑前放着鲜花、水果、零食、香烟、鸡腿…不由得心疼。@天津科技大学 ​,Fri Apr 01 14:15:08 +0800 2016,3959455881740357,彦仪Yanny,153,-1,153,,f,18,0,442,109,4,0
3877278344204091,#天津塘沽大爆炸#为在8.12中去世的人员默哀，一路好走🙏🙏🙏 ​,Tue Aug 18 19:50:56 +0800 2015,3877278344204091,_一颗废阳,4157,-1,4157,,f,22,0,221,396,4,0
3879751628585127,#天津塘沽大爆炸# 【天津港爆炸事故死亡人数上升至135人】天津港8.12瑞海公司危险品仓库爆炸事故遇难人数升至135人，已全部确认身份。逝者安息，生者坚强。 ​,Tue Aug 25 15:38:53 +0800 2015,3879751628585127,邯郸之窗hdzc,16587,5,16587,邯郸之窗网站www.hdzc.net官方微博,m,41,6,163474,819,14,3
3961312365161005,#和颐酒店女生遇袭#自从#天津塘沽大爆炸# 之后 对于这种新闻我都无力追踪无力吐槽了 最后的结果只能是我们在这儿义愤填膺 而最该被惩罚最该被人们所知的人或者事都消失的无影无踪 黄骅·齐家务乡 ​,Wed Apr 06 17:12:08 +0800 2016,3961312365161005,zh郑鑫x,1622,-1,1622,,f,23,0,220,424,5,1
3879136659969011,#天津塘沽大爆炸#我都不知道现在应该生气还是应该安慰自己。。。连鱼死了都不好说死因，缺氧死。。闷死。。热死。。哎。。何况是其他事情。我不知道图四是真是假，但如果图文相符，那么我们再一次被蒙在鼓里了 ​,Sun Aug 23 22:55:13 +0800 2015,3879136659969011,流景正年少,1433,-1,1433,,m,23,0,63,194,0,0
3875432950165520,#塘沽爆炸#昨晚天津塘沽突发爆炸事故，死伤严重，痛定思痛，那么我们面临这样意外事故时该怎么做呢？集大红会给您温馨提示，get新技能，给自己和他人带来更多生的保障！（集大红会全称“集美大学红十字会学生分会”） 网页链接 ​,Thu Aug 13 17:38:00 +0800 2015,3875432950165520,集美大学红十字会学生分会,2052,-1,2052,,m,29,3,2293,360,5,0
4017523210940300,距离天津去年8.12大爆炸地点1.5公里的一座办公楼，今天看到还是那么触目惊心 ​,Thu Sep 08 19:53:57 +0800 2016,4017523210940300,春寒料峭总比寒冬好,166,-1,166,,f,9,0,82,43,0,0
3897760312713296,警钟又被敲响了！！！天津又一仓库爆炸起火，警钟被再一次敲响。然而警钟的再次被敲响不是主管领导，不是环保监管部门，是爆炸声！！是爆炸声惊醒了那些正在做梦的主管领导们。8.12爆炸声余音未消新的爆炸声又迭起，应该拷问主管市委领导究竟深入抓还是走马观花的抓安全？环保部门一步到位了吗？ ​,Wed Oct 14 08:18:58 +0800 2015,3897760312713296,老山村人,556,-1,556,,m,24,1,92,14,1,0
3880887982832841,#天津塘沽大爆炸##天津港爆炸事故# 麻烦还在关注这件事的朋友们点个赞，我只是想知道还有多少人在关注，为什么几十亿的关注干不过几个明星的破事！【没有热门】 ​,Fri Aug 28 18:54:21 +0800 2015,3880887982832841,________陌小风,802,-1,802,,m,24,46,561,261,3266,120
3875361911995593,“一场突来的灾难，让多少人带着遗憾而去？谁能做到每天不负我心？希望每天闭眼的时候都能达到明天假设睁不开眼，都不会后悔……”（转）珍惜眼前 无愧初心🙏愿安好#塘沽大爆炸# ​,Thu Aug 13 12:55:42 +0800 2015,3875361911995593,hahayemi,6394,220,6394,,f,23,0,737,331,2,0
3875399673097118,#塘沽爆炸#开发区和滨海的家门窗都完好无损，家人不在塘沽，所以内部情况不详，楼上有家里瓷砖掉了的，还有认识的人家里损毁严重的，不过幸好人都没事。真没想到这样的灾难发生我的家门口，希望塘沽的朋友都能平平安安，一起携手度过难关，向所有已经牺牲和还在一线救援的消防战士致敬！ ​,Thu Aug 13 15:25:46 +0800 2015,3875399673097118,lizzie_lz,298,-1,298,,f,23,0,78,32,2,0
3920607722767886,#天津身边事#【归来！津滨轻轨9号线区间恢复运营第一天】经历#天津塘沽大爆炸#后，今日津滨轻轨9号线恢复运营，虽然只是天津站至钢管公司区间，但沿线乘客出行终于回到8.12前的便捷，它的回归对天津市民来说或许会添加了一份感动。网友说，时隔四个月，失而复得。[hold住]新的一天，朝着阳光开始！ ​,Wed Dec 16 09:26:25 +0800 2015,3920607722767886,新浪天津,36723,3,36723,新浪天津官方微博,m,39,267,984400,460,627,149
3906145682566330,早日康复 常凯凯-8.12天津爆炸救援英雄 ​,Fri Nov 06 11:39:25 +0800 2015,3906145682566330,怀念孙茂珲,192,-1,192,,f,9,0,106,122,6,1
3880391133495832,【劝业场街静园社区组织给灾区捐款活动】#美丽社区#8月12日天津塘沽大爆炸事件发生后，静园社区居民主动来到社区为灾区捐款。党员志愿者纷纷带头，从几块、几十到几百，大家都想通过自己的爱心向灾区的群众尽一份力量。 ​,Thu Aug 27 10:00:03 +0800 2015,3880391133495832,天津和平,31002,1,31002,天津市和平区人民政府官方微博,m,35,1,158822,154,0,0
3875629939841666,#塘沽爆炸#赞同这个观点：化学品爆炸国际通用的是Burn Down原则，就是划出隔离带，人员撤离，里面烧完炸完了再进去处理。谁想出这么冷血的标题“唯有英雄逆火而行”近千度的炼狱，消防战士以血肉之躯扑救不妥，我国消防指挥的需要专业性，他们真不需要死后大家给他点蜡烛唱颂歌，他们需要的是好好活着 ​,Fri Aug 14 06:40:46 +0800 2015,3875629939841666,碧海丹心V,1491,-1,1491,,f,21,0,124,295,0,0
4007604323704875,烈火逆行，塘沽周年，有人还记得吗？那场撕心裂肺的爆炸，烈火铸英魂，悼念那些为我们牺牲的消防战士！ ​,Fri Aug 12 10:59:51 +0800 2016,4007604323704875,杭州南宋御街清河坊历史街区,5204,1,5204,杭州市清河坊历史街区管理委员会官方微博,m,27,0,2056,184,1,0
3877563124517196,背后即天津8.12爆炸现场。 ​,Wed Aug 19 14:42:32 +0800 2015,3877563124517196,树德絮语,15884,-1,15884,,m,36,0,2104,66,1,1
4007591551622244,去年（2015）…今天（08-12）… 想起来心里就好难受阵阵剧痛… 愿不再有灾难发生… 向为了人民安全勇敢向危险奔去的你们（兵哥哥）致敬… 你们是最棒的人民守护者… 仅此纪念… #天津##天津新闻##天津塘沽爆炸# 天津·金街 ​,Fri Aug 12 10:09:07 +0800 2016,4007591551622244,筱琪姿,391,-1,391,,f,26,0,128,50,5,0
3880191955213204,#让天津塘沽大爆炸重回热搜榜首#后续的事件跟幕后调查可能很复杂很琐碎 至少我愿意花时间去看官方解释 不是用煽情来片面快餐的消费完这个事件 那个结果    我在等。 ​,Wed Aug 26 20:48:35 +0800 2015,3880191955213204,向逆Jiang,3606,-1,3606,,f,26,0,127,179,15,0
3904749214144198,#天津港爆炸事故##天津塘沽大爆炸#怎么能忘？ 你身上的伤 很痛吧  你留了好多血 这里面有你的一件衣裳 对吗 ​,Mon Nov 02 15:10:22 +0800 2015,3904749214144198,漩涡把我卷入没了方向,482,-1,482,,m,14,3,76,26,14,2
4023240009000557,去年812天津塘沽爆炸张和乔说出了自己的观点，就被人喷，怎么说，敢于在微博上说出自己明确的观点，不符合客观发条微博致敬那些“逆行”的人，能坏到哪里去？不知道那个知乎回答到底是不是真的是乔写的，但写的真的好。有的人可以不在乎那些评论，有的人或许就受不了。怎么说呢？哪能说出彻悟的话。 ​,Sat Sep 24 14:30:29 +0800 2016,4023240009000557,Fassbgmeio,932,-1,932,,f,9,0,34,105,0,0
3879299826070249,#天津塘沽大爆炸#都没有回头看自己点过赞的内容底下那大拇指是红的是灰的#天津塘沽大爆炸#我相信只要关注着的人，就算不在热搜也会照样从需求别的信息海中翻出来！你们以为这是一个陈旧的话题么？也许对于海量信息时代的今天来说，［被］下热搜确实是因为信息量太大。 天津·精武镇 ​,Mon Aug 24 09:43:35 +0800 2015,3879299826070249,Yi_Ra,481,-1,481,,f,23,0,369,191,1,2
4019251285046786,发表了博文《2016年个人IP的饕餮盛宴》2016年已经过去三分之二，期间你方唱罢我登场，从楼市的起起伏伏，到一直“头条”无缘的汪章闹剧，以至于后来的天津塘沽爆炸案、反腐，亦或者里约奥运会不一而足！但2016年个人IP的饕餮盛宴 ​,Tue Sep 13 14:20:43 +0800 2016,4019251285046786,君子平凡,625,-1,625,,m,24,0,204,67,0,0
3884014127314924,#天津塘沽大爆炸# 每当举国欢庆的时候，会有多少人想到繁华背后默默付出做出牺牲的那些勇士和人们。 ​,Sun Sep 06 09:56:31 +0800 2015,3884014127314924,犇霯,136,-1,136,,m,10,0,273,416,2,0
4007725048402092,8.12 一年转瞬即逝，庆幸自己错过大爆炸，愿逝者安息，生者珍惜！ 天津 ​,Fri Aug 12 18:59:34 +0800 2016,4007725048402092,hanhan-珊瑚,128,-1,128,,f,9,0,25,127,1,0
3928699525525528,boston评选出2015最佳新闻摄影照片：#叙利亚小难民#、#天津塘沽大爆炸#、#北京雾霾#、#深圳滑坡#、#巴黎枪击# 、#同性婚姻合法化# 多个话题成为2015热点。中国占据半席，感谢新闻记录，感谢每一张照片背后的深刻意义！ ​,Thu Jan 07 17:20:21 +0800 2016,3928699525525528,好摄梁山,647,-1,647,,m,23,0,794,428,1,0
3881661407714926,八月大舅和大舅妈还有姐姐她们回天津老家探亲，后来赶上塘沽大爆炸，姐姐和宝贝儿去北京玩去了，大舅他们去北塘古镇玩儿，感叹老家的变化太大了！今天家庭小聚了下，明天他们就回去啦，一路顺风，以后有机会我们也去重庆玩耍去！ 天津·塘沽城区 ​,Sun Aug 30 22:07:40 +0800 2015,3881661407714926,夜一个人度过,2848,200,2848,,f,26,0,104,194,0,0
3897252894345763,#天津塘沽大爆炸##天津港爆炸事故#我忘不了。有些人忘了  我忘不了  我们忘不了。我不会再说什么要他回来的傻话。我现在只想要个结果  什么时候给个结果？？刑拘的那些人现在什么情况？为什么不跟进消息？我要等到什么时候 ​,Mon Oct 12 22:42:40 +0800 2015,3897252894345763,漩涡把我卷入没了方向,482,-1,482,,m,14,1,76,26,2,0
3879377387708357,#天津塘沽大爆炸#33.1 33.2 33.3 33.4 33.5 33.6 33.6 33.6 老板，你这钟坏咯 ​,Mon Aug 24 14:51:47 +0800 2015,3879377387708357,闺女_借个火,104,-1,104,,m,9,0,68,190,4,0
3875484963843675,作为在塘沽工作的天津人，看了一天#塘沽爆炸#的情况，如果发生在白天真是难以想象后果会有多么严重。下图起点是公司所在地，终点是爆炸点的瑞海仓库，高德地图搜索居然建议步行前去，好近啊！心悸啊！看到那么多消防官兵，年轻的生命啊，说没就没了，想到他们的家人该如何面对啊？ ​,Thu Aug 13 21:04:41 +0800 2015,3875484963843675,甜蜜酒窝,1772,-1,1772,,f,24,0,446,544,0,7
3964204958799428,受到去年#天津8.12爆炸#事件的影响，现在在老家的时侯，听到上空直升机的轰隆声和崩石头引起的窗户的震动声，都会控制不住的害怕、心慌、不安。现在我的胆子变得更小了，这就是生活中的经历留下的影子吧，现在还能清晰地回想起当时的情景 ​,Thu Apr 14 16:46:15 +0800 2016,3964204958799428,月影阑珊h,123,-1,123,,f,9,0,30,139,0,0
3918554904326504,#微博之夜#今天的三大榜单出炉啦！事件榜#天津塘沽大爆炸#、#巴黎恐怖袭击#年度灾难备受关注，稳居一二排名！流行榜#武媚娘复播变大头剧#、#79岁王德顺走秀#等票数稳增；娱乐榜中三小只@TFBOYS组合 发力，取代@M鹿M 占据榜首↓↓↓为你关注的热点投票请戳：微博之夜2015 ​,Thu Dec 10 17:29:14 +0800 2015,3918554904326504,微博之夜,7669,7,7669,微博之夜官方账号,m,36,246,2331902,661,774,249
3875446255372370,#我爱你如果能活着#我们这一生 如果平平安安直到老去 几乎是大幸 错过了飞着飞着就不见的航班 躲过了突然就失控狂奔的车辆 避开了凌晨因为地震崩塌的城市 如果你不小心 撞上这一次在深夜来临的末日 对不起 我们真的不知道能做什么 一切能让你离开得更安心的事情 我们都愿意去做 请使劲儿活着#塘沽爆炸# ​,Thu Aug 13 18:30:52 +0800 2015,3875446255372370,SZPWBSJKLS,185,-1,185,,f,20,0,309,111,2,0
3920816577995537,#天津塘沽大爆炸#我想知道我们的国家领导都在过圣诞节么？各大报纸媒体没一个报道追责进度的！ http://t.cn/RL3VM5b ​,Wed Dec 16 23:16:20 +0800 2015,3920816577995537,烦人不辣,98,-1,98,,m,9,0,33,77,10,1
4017172860284645,#奏耐热心帮忙#希望大家能帮助我们!我是住在滨海新区开发区月荣轩的住户，自从8.12爆炸以后，我们就不断和物业反应电梯问题。开始物业说只是舒适度的问题，安全没有问题，但是每日乘坐电梯都是晃动，让我们很担心。一个月前，客梯掉下去几层，吓到邻居了。物业救出业主后，将电梯关闭 ​,Wed Sep 07 20:41:49 +0800 2016,4017172860284645,黎徐徐,169,-1,169,,f,9,0,88,232,2,0
3888168581748979,今天是8.12爆炸事故牺牲的烈士五七了，晚上中队的战友去给牺牲的烈士烧纸，愿他们在天堂一切都好: ​,Thu Sep 17 21:04:51 +0800 2015,3888168581748979,一位消防战士的母亲,27,-1,27,,f,14,0,118,95,5,0
3876771046923982,天津8.12危险品大爆炸，家人朋友纷纷问候安危，心里特别感动。从新闻上看到爆炸的相关报道，心痛之至，如此年轻的生命被无情摧毁，为何明知危险品遇水有毒还让他们去，为何危险品仓库建设在离居民区这这样近的地方，非专业人士的我只能祈福，祈祷也希望政府给年轻生命一个交代 ​,Mon Aug 17 10:15:06 +0800 2015,3876771046923982,Mandy3TJ,5533,0,5533,前 普罗泰克服务 销售主管 ,f,24,0,1295,908,3,1
3882596163326035,刚才听我舅爷说6号给我仓哥开追悼会，心理有一种说不出来的滋味，事情已经发生了只好勇敢的面对，仓哥在那面照顾好自己，@天津塘沽大爆炸 @奏耐天津 @天津生活通 @火海中的那抹绿 ​,Wed Sep 02 12:02:03 +0800 2015,3882596163326035,虽然没有你y,293,-1,293,,f,9,1,52,169,2,0
3897279041380727,8.12塘沽，10.12北辰。这天津难道和爆炸结缘啦？ ​,Tue Oct 13 00:26:33 +0800 2015,3897279041380727,pp笑看天空,14659,220,14659,,m,44,3,4310,1859,1,1
4007784075023736,去年的8.12我和君君小沫还在工体喝着酒了，听到这个噩耗。刚开始不觉得，后来事态越来越严重，回家的一刻就赶往爆炸地，之后的一周我们一直都在塘沽做着力所能及的类似志愿者的工作。但这些和消防战士相比显得如此微不足道，摄氏三十多度接近四十度的高温天气，有毒有害气体作业，全程防毒面具，还要面临二次甚至三次爆炸的危险，生死未卜。因为记得，所以怀念，更加懂得感恩，感谢你们，是你们的逆火而行，才让更多人有重生的可能。一周年了，希望逝去的灵魂得到安息，活着的人们更加坚强，前事不忘后事之师，警钟长鸣,Fri Aug 12 22:54:07 +0800 2016,4007784075023736,王惠子Lisa,424,0,424,淘女郎认证,f,27,0,17703,272,0,0
3877114862520711,#天津塘沽大爆炸#8.12，会成为历史的一个点，永远的被人记住，还在继续搜救，英雄们，你们都是被人们记住的火海英雄。 ​,Tue Aug 18 09:01:19 +0800 2015,3877114862520711,大妮很2,115,-1,115,,f,14,0,56,307,0,0
3875660512446497,东方之星沉船。中国那么拼命。最后人都找到了。这次的#塘沽爆炸#我相信中国也会义无反顾。但是别再有人牺牲了。早上醒来。死亡人数蹭蹭上涨。惋惜。痛惜。愿安好。 ​,Fri Aug 14 08:42:15 +0800 2015,3875660512446497,吴思霖-540,1210,220,1210,,f,25,0,248,289,6,0
4007752785670788,#天津塘沽大爆炸一周年祭#没有人永远记得，但永远有人记得。整整一年了。愿已逝消防战士们的英灵得以安息。生者坚强，学会珍惜、知足、感恩。🙏🙏🙏 ​,Fri Aug 12 20:49:47 +0800 2016,4007752785670788,饱饱hin暖,446,0,446,初级中学教师,f,29,3,346,248,7,0
4007445304882844,#天津8.12爆炸周年祭#  唉我实在不知道怎么说。巨大的爆炸声和冲击波仿佛还是昨天的事，一周年了。 ​,Fri Aug 12 00:27:57 +0800 2016,4007445304882844,不能挂科的人,1195,-1,1195,,f,27,0,108,236,5,0
3875307196648900,就认识一个塘沽人，听到他说“姐，我没事”，突然觉得其实在天灾人祸面前太微笑，我们其实啥也做不了！幸福是什么？！你说幸福是一个月赚五位数，你说幸福是嫁个好人，你说幸福是有一双好儿女，你说幸福是心想事成，我说幸福是活着...生命无常，珍惜活着🙏#塘沽大爆炸##珍惜##活着# ​,Thu Aug 13 09:18:18 +0800 2015,3875307196648900,奥特fufu,540,-1,540,,f,14,0,97,143,1,0
3880466946397317,#天津塘沽大爆炸# 天津有毒化学品爆炸事故死的人之多，牵连的高官之多，说明中国的法治道路还有多么的漫长，在那样的地方用作危险品大量储藏，而且是一路绿灯，我国“红顶”特权虽然经历了新政权两三年的重拳反腐，却远未从根本上对盘根错节的特权阶层的根基产生威慑，使其有所有所收敛。 ​,Thu Aug 27 15:01:17 +0800 2015,3880466946397317,鲁人天星,4187,-1,4187,,m,23,0,315,239,3,0
3879136965424847,天津港爆炸事故首批 101 名遇难者名单公布 网页链接 希望逝者安息，英雄在另一个世界重生#天津塘沽大爆炸# ​,Sun Aug 23 22:56:26 +0800 2015,3879136965424847,苏齐齐啊,823,-1,823,,f,9,0,67,130,3,0
3879759475552771,【“金海岸”各小区维修统计全部完成】#滨海速递# 天津港8.12爆炸事故对“金海岸”各小区均造成不同程度的破坏和影响。截止到记者发稿时，负责金海岸各小区的嘉创物业公司已经初步完成各小区受损情况统计、汇总工作。详见网页链接 ​,Tue Aug 25 16:10:04 +0800 2015,3879759475552771,滨海时报,19596,3,19596,天津《滨海时报》官方微博,m,28,0,191531,664,0,0
3887654921321784,发表了博文《天津港大爆炸一家高楼逃生记》天津港大爆炸高楼逃生记琦琦一家原本是一个幸福的五口之家，她和老公、女儿还有爸妈居住在天津滨海新区海港城1号楼1904室。8.12天津港大爆炸那天，差一点就把这五天津港大爆炸一家高楼逃生记 ​,Wed Sep 16 11:03:45 +0800 2015,3887654921321784,忘年婆2,10345,-1,10345,,f,9,0,816,76,0,1
3878984682594549,#天津塘沽大爆炸#滨海新区，距离8.12事故现场约2km。晨曦，蓝天，白云。泰达大街川流不息，泰达医院门口秩序井然，一切都如昨日般，只是久久未见白色轻轨呼啸而驰，方觉方醒。不远处的万科金域蓝湾依稀可见不堪的窗栅。这里一切都在加紧恢复中，我们一起重建家园。希望众生远离灾难，祥和终老！🙏 ​,Sun Aug 23 12:51:19 +0800 2015,3878984682594549,宝洋妈妈Angel,482,-1,482,,f,14,1,96,57,23,0
3876237380374000,华明镇广场上好多人为滨海8.12祈福，为高洪森祈福，保佑高洪森平安回来！愿逝者安息！#天津塘沽大爆炸# 天津·华明街区 ​,Sat Aug 15 22:54:31 +0800 2015,3876237380374000,你行你上啊swag,195,220,195,,f,23,2,387,199,6,0
3879725342959237,#天津塘沽大爆炸# 小学生写作文还有个时间、地点、起因、经过、结果、总结呢。天津人民加油。 ​,Tue Aug 25 13:54:25 +0800 2015,3879725342959237,阳光小美芽,310,-1,310,,f,23,0,133,173,8,0
3884721903470782,#天津塘沽大爆炸#不行，不行，把事故原因说清楚，还大家一个明白，zf该为民，而不是为难的为！ ​,Tue Sep 08 08:48:59 +0800 2015,3884721903470782,小陶陶come,747,-1,747,,f,14,0,53,295,3,0
3897429894502217,#安全动态#吸取天津港“8.12”爆炸事故教训，我区迅速组织开展危化品专项治理工作。目前，已完成对辖区内危化品企业（431家）的全覆盖检查，共发现隐患303条，已完成隐患整改291条。其他隐患区安监局将逐条督促落实整改，实现闭环管理，加强监管，严厉打击涉危化品的非法违法行为，防范事故发生。 ​,Tue Oct 13 10:26:00 +0800 2015,3897429894502217,南海安监,14707,1,14707,广东省佛山市南海区安监局官方微博 ,f,33,0,865861,728,1,0
3877151633520861,#2015年8月18日12-14点《茶餐厅》直播贴#今日天津8.12爆炸“头七”，惨痛教训，警钟长鸣！节目不娱乐，一起涨知识，今日话题：说说紧急避险的一些常识！@蔷薇女主播Cathy ​,Tue Aug 18 11:27:25 +0800 2015,3877151633520861,主播小帅,1750,0,1750,马鞍山广播电视台“都市生活广播” 《非常开心》栏目主持,m,29,2,3230,2018,1,1
3875420396821704,#塘沽爆炸# 天津·月坛商厦（商圈） ​,Thu Aug 13 16:48:07 +0800 2015,3875420396821704,Goya奈奈,1303,-1,1303,,f,26,0,417,366,0,0
3890943591330639,#天津8·12爆炸##天津塘沽大爆炸##天津港爆炸事故#劫后余生，这一生的阴影。。。『2015-09-24社会能见度 天津“8·12”爆炸祭——劫后余生-20150924社会能见度-凤凰视频-最具媒体价值的综合视频门户-凤凰网』2015-09-24社会能见度 天津“8·12”爆炸祭——劫后余生 ​,Fri Sep 25 12:51:45 +0800 2015,3890943591330639,春风十里不如开心一笑,2351,-1,2351,,f,17,2,228,784,4,0
3888436589482814,为吸取天津“8.12”重大火灾爆炸事故教训，回顾历史，正视现实，提高认识，进一步贯彻落实各级关于全面开展安全生产大检查工作的部署，加强全镇安全生产监管工作，9月16日下午，南屏镇组织镇属企事业单位召开安全生产工作座谈会。 ​,Fri Sep 18 14:49:49 +0800 2015,3888436589482814,香洲南屏,279,1,279,广东省珠海市香洲区南屏镇人民政府官方微博,m,11,0,275,83,0,0
3876045663225693,#天津8.12大爆炸#多角度还原天津爆炸事件——震撼，揪心，惨痛，还有感动与心酸。。。默默祈福  网页链接 ​,Sat Aug 15 10:12:41 +0800 2015,3876045663225693,shinedong,87,-1,87,,m,14,0,30,25,0,0
